group_id,variant,image_path,prompt,elapsed_s,cost_usd,success,error
2,V3_composite,data/stimuli_gpt_diverse_pilot/group_02/V3_composite.png,"Edit this exact photograph: keep the TOP HALF of the face (forehead, both eyes, both eyebrows, nose bridge down to the nose tip) IDENTICAL to the input — same person above the nose. REPLACE the BOTTOM HALF of the face (lower nose, mouth, chin, jaw line) with the corresponding lower-face features of a DIFFERENT but plausible person of the SAME approximate age, gender, ethnicity, and lighting. Blend seamlessly across the nose tip line — no visible seam. Match the skin tone, lighting direction, and natural texture between halves. Keep the hair, background, and shoulders unchanged. Photorealistic, no visible cut line.",41.01361144799739,0.167,True,
2,V4_partwhole,data/stimuli_gpt_diverse_pilot/group_02/V4_partwhole.png,"Edit this exact photograph: keep EVERYTHING IDENTICAL — same forehead, nose, mouth, chin, jaw, hair, skin tone, lighting, background — EXCEPT replace just the eye region (both eyes and both eyebrows) with the eyes and eyebrows of a DIFFERENT but plausible person of the same approximate age, gender, ethnicity. The new eyes should have different shape, color, and expression. Blend seamlessly into the surrounding skin — no visible patch boundary. Match the skin tone, lighting direction, and natural texture. Photorealistic.",56.079379096627235,0.167,True,
3,V1_source,data/stimuli_gpt_diverse_pilot/group_03/V1_source.png,"Photorealistic high-resolution DSLR portrait photograph of a middle-aged South Asian female adult with long straight dark hair pulled back loosely, warm medium-brown complexion with natural skin tone. frontal, gaze directly at camera. The face is well-visible, occupying approximately 60% of the frame, showing head and shoulders only. Neutral facial expression with mouth closed and eyes open.

Setting: studio with a deep teal painted backdrop, simple background.
Lighting: soft frontal key light with a slight rim from the right, creating gentle sculpting shadow along the right jaw, no harsh edges.

IMPORTANT: Generate a fully synthetic, non-identifiable face. Do NOT reproduce the likeness of any real person, public figure, or celebrity. The face must look natural, not airbrushed.",0.0,0.0,True,(cached)
3,V2_thatcher,data/stimuli_gpt_diverse_pilot/group_03/V2_thatcher.png,"Edit this exact photograph to apply the Thatcher illusion transform: rotate BOTH eye regions (including eyebrows and lashes) 180 degrees in place, AND rotate the mouth region 180 degrees in place. The eyes appear upside-down (eyebrows below the eyes, lower lashes above). The mouth appears upside-down (the chin-side lip ends up on top, the nose-side lip ends up on the bottom). Keep the rest of the face IDENTICAL: same forehead, nose bridge, nose tip, cheeks, jaw, chin shape, hair, skin tone, lighting, background, and overall head orientation. Photorealistic, seamless integration of the rotated regions, no visible cut lines or rectangular boundaries.",0.0,0.0,True,(cached)
3,V3_composite,data/stimuli_gpt_diverse_pilot/group_03/V3_composite.png,"Edit this exact photograph: keep the TOP HALF of the face (forehead, both eyes, both eyebrows, nose bridge down to the nose tip) IDENTICAL to the input — same person above the nose. REPLACE the BOTTOM HALF of the face (lower nose, mouth, chin, jaw line) with the corresponding lower-face features of a DIFFERENT but plausible person of the SAME approximate age, gender, ethnicity, and lighting. Blend seamlessly across the nose tip line — no visible seam. Match the skin tone, lighting direction, and natural texture between halves. Keep the hair, background, and shoulders unchanged. Photorealistic, no visible cut line.",40.45673657907173,0.167,True,
3,V4_partwhole,data/stimuli_gpt_diverse_pilot/group_03/V4_partwhole.png,"Edit this exact photograph: keep EVERYTHING IDENTICAL — same forehead, nose, mouth, chin, jaw, hair, skin tone, lighting, background — EXCEPT replace just the eye region (both eyes and both eyebrows) with the eyes and eyebrows of a DIFFERENT but plausible person of the same approximate age, gender, ethnicity. The new eyes should have different shape, color, and expression. Blend seamlessly into the surrounding skin — no visible patch boundary. Match the skin tone, lighting direction, and natural texture. Photorealistic.",37.460939346812665,0.167,True,
4,V1_source,data/stimuli_gpt_diverse_pilot/group_04/V1_source.png,"Photorealistic high-resolution DSLR portrait photograph of a older adult Latinx male adult with short greying hair with a neatly trimmed grey moustache, olive complexion with deep skin texture and age lines. head turned approximately 5 degrees left, calm expression. The face is well-visible, occupying approximately 60% of the frame, showing head and shoulders only. Neutral facial expression with mouth closed and eyes open.

Setting: casual outdoor setting with a stone wall and greenery behind, blurred.
Lighting: overcast soft natural light, very even and flattering, creating minimal soft shadow, gentle facial contouring.

IMPORTANT: Generate a fully synthetic, non-identifiable face. Do NOT reproduce the likeness of any real person, public figure, or celebrity. The face must look natural, not airbrushed.",0.0,0.0,True,(cached)
4,V2_thatcher,data/stimuli_gpt_diverse_pilot/group_04/V2_thatcher.png,"Edit this exact photograph to apply the Thatcher illusion transform: rotate BOTH eye regions (including eyebrows and lashes) 180 degrees in place, AND rotate the mouth region 180 degrees in place. The eyes appear upside-down (eyebrows below the eyes, lower lashes above). The mouth appears upside-down (the chin-side lip ends up on top, the nose-side lip ends up on the bottom). Keep the rest of the face IDENTICAL: same forehead, nose bridge, nose tip, cheeks, jaw, chin shape, hair, skin tone, lighting, background, and overall head orientation. Photorealistic, seamless integration of the rotated regions, no visible cut lines or rectangular boundaries.",0.0,0.0,True,(cached)
4,V3_composite,data/stimuli_gpt_diverse_pilot/group_04/V3_composite.png,"Edit this exact photograph: keep the TOP HALF of the face (forehead, both eyes, both eyebrows, nose bridge down to the nose tip) IDENTICAL to the input — same person above the nose. REPLACE the BOTTOM HALF of the face (lower nose, mouth, chin, jaw line) with the corresponding lower-face features of a DIFFERENT but plausible person of the SAME approximate age, gender, ethnicity, and lighting. Blend seamlessly across the nose tip line — no visible seam. Match the skin tone, lighting direction, and natural texture between halves. Keep the hair, background, and shoulders unchanged. Photorealistic, no visible cut line.",45.48385684704408,0.167,True,
4,V4_partwhole,data/stimuli_gpt_diverse_pilot/group_04/V4_partwhole.png,"Edit this exact photograph: keep EVERYTHING IDENTICAL — same forehead, nose, mouth, chin, jaw, hair, skin tone, lighting, background — EXCEPT replace just the eye region (both eyes and both eyebrows) with the eyes and eyebrows of a DIFFERENT but plausible person of the same approximate age, gender, ethnicity. The new eyes should have different shape, color, and expression. Blend seamlessly into the surrounding skin — no visible patch boundary. Match the skin tone, lighting direction, and natural texture. Photorealistic.",0.0,0.0,True,(cached)
5,V1_source,data/stimuli_gpt_diverse_pilot/group_05/V1_source.png,"Photorealistic high-resolution DSLR portrait photograph of a young adult White female adult with long wavy chestnut-brown hair falling over one shoulder, fair complexion with natural undertones and clear skin. near-frontal, head slightly turned 7 degrees right, eyes on camera. The face is well-visible, occupying approximately 60% of the frame, showing head and shoulders only. Neutral facial expression with mouth closed and eyes open.

Setting: indoor living room with a window in the background, soft cozy atmosphere.
Lighting: soft natural side light from the left through a sheer curtain, creating gentle soft shadow on the right cheek with no harsh edges.

IMPORTANT: Generate a fully synthetic, non-identifiable face. Do NOT reproduce the likeness of any real person, public figure, or celebrity. The face must look natural, not airbrushed.",0.0,0.0,True,(cached)
5,V2_thatcher,data/stimuli_gpt_diverse_pilot/group_05/V2_thatcher.png,"Edit this exact photograph to apply the Thatcher illusion transform: rotate BOTH eye regions (including eyebrows and lashes) 180 degrees in place, AND rotate the mouth region 180 degrees in place. The eyes appear upside-down (eyebrows below the eyes, lower lashes above). The mouth appears upside-down (the chin-side lip ends up on top, the nose-side lip ends up on the bottom). Keep the rest of the face IDENTICAL: same forehead, nose bridge, nose tip, cheeks, jaw, chin shape, hair, skin tone, lighting, background, and overall head orientation. Photorealistic, seamless integration of the rotated regions, no visible cut lines or rectangular boundaries.",0.0,0.0,True,(cached)
5,V3_composite,data/stimuli_gpt_diverse_pilot/group_05/V3_composite.png,"Edit this exact photograph: keep the TOP HALF of the face (forehead, both eyes, both eyebrows, nose bridge down to the nose tip) IDENTICAL to the input — same person above the nose. REPLACE the BOTTOM HALF of the face (lower nose, mouth, chin, jaw line) with the corresponding lower-face features of a DIFFERENT but plausible person of the SAME approximate age, gender, ethnicity, and lighting. Blend seamlessly across the nose tip line — no visible seam. Match the skin tone, lighting direction, and natural texture between halves. Keep the hair, background, and shoulders unchanged. Photorealistic, no visible cut line.",0.0,0.0,True,(cached)
5,V4_partwhole,data/stimuli_gpt_diverse_pilot/group_05/V4_partwhole.png,"Edit this exact photograph: keep EVERYTHING IDENTICAL — same forehead, nose, mouth, chin, jaw, hair, skin tone, lighting, background — EXCEPT replace just the eye region (both eyes and both eyebrows) with the eyes and eyebrows of a DIFFERENT but plausible person of the same approximate age, gender, ethnicity. The new eyes should have different shape, color, and expression. Blend seamlessly into the surrounding skin — no visible patch boundary. Match the skin tone, lighting direction, and natural texture. Photorealistic.",42.97373781632632,0.167,True,
6,V1_source,data/stimuli_gpt_diverse_pilot/group_06/V1_source.png,"Photorealistic high-resolution DSLR portrait photograph of a middle-aged East Asian male adult with short business-cut dark hair with slight greying at temples, warm medium-tan complexion with natural skin texture. frontal, calm focused gaze at camera. The face is well-visible, occupying approximately 60% of the frame, showing head and shoulders only. Neutral facial expression with mouth closed and eyes open.

Setting: studio with a neutral grey backdrop, professional clean setting.
Lighting: balanced three-point studio lighting, soft and even, creating very subtle shadow under the chin, no harsh contrast.

IMPORTANT: Generate a fully synthetic, non-identifiable face. Do NOT reproduce the likeness of any real person, public figure, or celebrity. The face must look natural, not airbrushed.",0.0,0.0,True,(cached)
6,V2_thatcher,data/stimuli_gpt_diverse_pilot/group_06/V2_thatcher.png,"Edit this exact photograph to apply the Thatcher illusion transform: rotate BOTH eye regions (including eyebrows and lashes) 180 degrees in place, AND rotate the mouth region 180 degrees in place. The eyes appear upside-down (eyebrows below the eyes, lower lashes above). The mouth appears upside-down (the chin-side lip ends up on top, the nose-side lip ends up on the bottom). Keep the rest of the face IDENTICAL: same forehead, nose bridge, nose tip, cheeks, jaw, chin shape, hair, skin tone, lighting, background, and overall head orientation. Photorealistic, seamless integration of the rotated regions, no visible cut lines or rectangular boundaries.",0.0,0.0,True,(cached)
6,V3_composite,data/stimuli_gpt_diverse_pilot/group_06/V3_composite.png,"Edit this exact photograph: keep the TOP HALF of the face (forehead, both eyes, both eyebrows, nose bridge down to the nose tip) IDENTICAL to the input — same person above the nose. REPLACE the BOTTOM HALF of the face (lower nose, mouth, chin, jaw line) with the corresponding lower-face features of a DIFFERENT but plausible person of the SAME approximate age, gender, ethnicity, and lighting. Blend seamlessly across the nose tip line — no visible seam. Match the skin tone, lighting direction, and natural texture between halves. Keep the hair, background, and shoulders unchanged. Photorealistic, no visible cut line.",0.0,0.0,True,(cached)
6,V4_partwhole,data/stimuli_gpt_diverse_pilot/group_06/V4_partwhole.png,"Edit this exact photograph: keep EVERYTHING IDENTICAL — same forehead, nose, mouth, chin, jaw, hair, skin tone, lighting, background — EXCEPT replace just the eye region (both eyes and both eyebrows) with the eyes and eyebrows of a DIFFERENT but plausible person of the same approximate age, gender, ethnicity. The new eyes should have different shape, color, and expression. Blend seamlessly into the surrounding skin — no visible patch boundary. Match the skin tone, lighting direction, and natural texture. Photorealistic.",41.371255246922374,0.167,True,
7,V1_source,data/stimuli_gpt_diverse_pilot/group_07/V1_source.png,"Photorealistic high-resolution DSLR portrait photograph of a older adult Black female adult with short natural grey-and-black curly hair, rich dark brown complexion with visible texture and dignity. near-frontal, slight tilt of the head left, dignified expression. The face is well-visible, occupying approximately 60% of the frame, showing head and shoulders only. Neutral facial expression with mouth closed and eyes open.

Setting: warm-lit indoor setting with a wooden bookshelf in the background, blurred.
Lighting: warm tungsten ambient lighting from upper-right, creating soft warm shadow on the left side of the face, gentle contouring.

IMPORTANT: Generate a fully synthetic, non-identifiable face. Do NOT reproduce the likeness of any real person, public figure, or celebrity. The face must look natural, not airbrushed.",0.0,0.0,True,(cached)
7,V2_thatcher,data/stimuli_gpt_diverse_pilot/group_07/V2_thatcher.png,"Edit this exact photograph to apply the Thatcher illusion transform: rotate BOTH eye regions (including eyebrows and lashes) 180 degrees in place, AND rotate the mouth region 180 degrees in place. The eyes appear upside-down (eyebrows below the eyes, lower lashes above). The mouth appears upside-down (the chin-side lip ends up on top, the nose-side lip ends up on the bottom). Keep the rest of the face IDENTICAL: same forehead, nose bridge, nose tip, cheeks, jaw, chin shape, hair, skin tone, lighting, background, and overall head orientation. Photorealistic, seamless integration of the rotated regions, no visible cut lines or rectangular boundaries.",0.0,0.0,True,(cached)
7,V3_composite,data/stimuli_gpt_diverse_pilot/group_07/V3_composite.png,"Edit this exact photograph: keep the TOP HALF of the face (forehead, both eyes, both eyebrows, nose bridge down to the nose tip) IDENTICAL to the input — same person above the nose. REPLACE the BOTTOM HALF of the face (lower nose, mouth, chin, jaw line) with the corresponding lower-face features of a DIFFERENT but plausible person of the SAME approximate age, gender, ethnicity, and lighting. Blend seamlessly across the nose tip line — no visible seam. Match the skin tone, lighting direction, and natural texture between halves. Keep the hair, background, and shoulders unchanged. Photorealistic, no visible cut line.",40.97063969122246,0.167,True,
7,V4_partwhole,data/stimuli_gpt_diverse_pilot/group_07/V4_partwhole.png,"Edit this exact photograph: keep EVERYTHING IDENTICAL — same forehead, nose, mouth, chin, jaw, hair, skin tone, lighting, background — EXCEPT replace just the eye region (both eyes and both eyebrows) with the eyes and eyebrows of a DIFFERENT but plausible person of the same approximate age, gender, ethnicity. The new eyes should have different shape, color, and expression. Blend seamlessly into the surrounding skin — no visible patch boundary. Match the skin tone, lighting direction, and natural texture. Photorealistic.",44.895555458031595,0.167,True,
8,V1_source,data/stimuli_gpt_diverse_pilot/group_08/V1_source.png,"Photorealistic high-resolution DSLR portrait photograph of a young adult Middle Eastern male adult with medium-length dark curly hair with a short well-groomed beard, olive complexion with natural warmth and skin texture. head turned approximately 6 degrees right, direct gaze to camera. The face is well-visible, occupying approximately 60% of the frame, showing head and shoulders only. Neutral facial expression with mouth closed and eyes open.

Setting: outdoor in a sunlit courtyard with stone walls, blurred natural environment.
Lighting: bright midday sun softened by overhead shade, even soft light, creating subtle shadow under the brow ridge from soft overhead light.

IMPORTANT: Generate a fully synthetic, non-identifiable face. Do NOT reproduce the likeness of any real person, public figure, or celebrity. The face must look natural, not airbrushed.",0.0,0.0,True,(cached)
8,V2_thatcher,data/stimuli_gpt_diverse_pilot/group_08/V2_thatcher.png,"Edit this exact photograph to apply the Thatcher illusion transform: rotate BOTH eye regions (including eyebrows and lashes) 180 degrees in place, AND rotate the mouth region 180 degrees in place. The eyes appear upside-down (eyebrows below the eyes, lower lashes above). The mouth appears upside-down (the chin-side lip ends up on top, the nose-side lip ends up on the bottom). Keep the rest of the face IDENTICAL: same forehead, nose bridge, nose tip, cheeks, jaw, chin shape, hair, skin tone, lighting, background, and overall head orientation. Photorealistic, seamless integration of the rotated regions, no visible cut lines or rectangular boundaries.",0.0,0.0,True,(cached)
8,V3_composite,data/stimuli_gpt_diverse_pilot/group_08/V3_composite.png,"Edit this exact photograph: keep the TOP HALF of the face (forehead, both eyes, both eyebrows, nose bridge down to the nose tip) IDENTICAL to the input — same person above the nose. REPLACE the BOTTOM HALF of the face (lower nose, mouth, chin, jaw line) with the corresponding lower-face features of a DIFFERENT but plausible person of the SAME approximate age, gender, ethnicity, and lighting. Blend seamlessly across the nose tip line — no visible seam. Match the skin tone, lighting direction, and natural texture between halves. Keep the hair, background, and shoulders unchanged. Photorealistic, no visible cut line.",0.0,0.0,True,(cached)
8,V4_partwhole,data/stimuli_gpt_diverse_pilot/group_08/V4_partwhole.png,"Edit this exact photograph: keep EVERYTHING IDENTICAL — same forehead, nose, mouth, chin, jaw, hair, skin tone, lighting, background — EXCEPT replace just the eye region (both eyes and both eyebrows) with the eyes and eyebrows of a DIFFERENT but plausible person of the same approximate age, gender, ethnicity. The new eyes should have different shape, color, and expression. Blend seamlessly into the surrounding skin — no visible patch boundary. Match the skin tone, lighting direction, and natural texture. Photorealistic.",42.11646212823689,0.167,True,
9,V1_source,data/stimuli_gpt_diverse_pilot/group_09/V1_source.png,"Photorealistic high-resolution DSLR portrait photograph of a middle-aged Latinx female adult with shoulder-length dark wavy hair parted in the middle, medium-tan complexion with natural skin texture and warm undertones. frontal, peaceful direct gaze to camera. The face is well-visible, occupying approximately 60% of the frame, showing head and shoulders only. Neutral facial expression with mouth closed and eyes open.

Setting: indoor studio with a warm beige backdrop and natural texture.
Lighting: soft warm key light from the front and gentle fill from the left, creating delicate shadow on the right side of the nose and jaw, very soft.

IMPORTANT: Generate a fully synthetic, non-identifiable face. Do NOT reproduce the likeness of any real person, public figure, or celebrity. The face must look natural, not airbrushed.",0.0,0.0,True,(cached)
9,V2_thatcher,data/stimuli_gpt_diverse_pilot/group_09/V2_thatcher.png,"Edit this exact photograph to apply the Thatcher illusion transform: rotate BOTH eye regions (including eyebrows and lashes) 180 degrees in place, AND rotate the mouth region 180 degrees in place. The eyes appear upside-down (eyebrows below the eyes, lower lashes above). The mouth appears upside-down (the chin-side lip ends up on top, the nose-side lip ends up on the bottom). Keep the rest of the face IDENTICAL: same forehead, nose bridge, nose tip, cheeks, jaw, chin shape, hair, skin tone, lighting, background, and overall head orientation. Photorealistic, seamless integration of the rotated regions, no visible cut lines or rectangular boundaries.",0.0,0.0,True,(cached)
9,V3_composite,data/stimuli_gpt_diverse_pilot/group_09/V3_composite.png,"Edit this exact photograph: keep the TOP HALF of the face (forehead, both eyes, both eyebrows, nose bridge down to the nose tip) IDENTICAL to the input — same person above the nose. REPLACE the BOTTOM HALF of the face (lower nose, mouth, chin, jaw line) with the corresponding lower-face features of a DIFFERENT but plausible person of the SAME approximate age, gender, ethnicity, and lighting. Blend seamlessly across the nose tip line — no visible seam. Match the skin tone, lighting direction, and natural texture between halves. Keep the hair, background, and shoulders unchanged. Photorealistic, no visible cut line.",0.0,0.0,True,(cached)
9,V4_partwhole,data/stimuli_gpt_diverse_pilot/group_09/V4_partwhole.png,"Edit this exact photograph: keep EVERYTHING IDENTICAL — same forehead, nose, mouth, chin, jaw, hair, skin tone, lighting, background — EXCEPT replace just the eye region (both eyes and both eyebrows) with the eyes and eyebrows of a DIFFERENT but plausible person of the same approximate age, gender, ethnicity. The new eyes should have different shape, color, and expression. Blend seamlessly into the surrounding skin — no visible patch boundary. Match the skin tone, lighting direction, and natural texture. Photorealistic.",42.05768951913342,0.167,True,
